"Story","Title","Result","Date","Stability","Duration (s)"
"User Creation, complete some challenges and check the leaderboard","Login into application to complete some challenges and verify score in leaderboard","SUCCESS","2022-05-23T00:06:48.444326+10:00[Australia/Sydney]","0.0","25.65"
