"Story","Title","Result","Date","Stability","Duration (s)"
"User Creation, complete some challenges and check the leaderboard","Login into application to complete some challenges and verify score in leaderboard","SUCCESS","2022-05-21T15:14:06.730075+10:00[Australia/Sydney]","0.0","26.11"
